id,original_price,speaker_audio_message_count,attachment_count,feedback_score,fee,review_count,reply_message_count,liked_num,people_count,audio_duration,review_score,speaker_message_count,in_promotion,is_refundable,purchasable,has_audition,speaker,tags,subject,created_at,starts_at,index
805169238611472384,49,39,30,5.0,49,29,5,100,1108,17822,4.9,172,False,False,True,True,5b67d9a1eb450f8db94b384b173f0917,体育,围棋的收官基础知识,2017-01-18,2017-05-27,1021
859109972288630784,9,70,6,4.0,9,26,2,328,145,51155,4.0,85,False,True,True,True,0abf07ffa761c075ceeb77b1d98c043f,心理学,成人为什么要会“婴儿式学习”？,2017-06-16,2017-06-25,2299
778747333146869760,69,106,26,4.5,69,93,25,1079,1702,162910,4.6,150,False,False,True,True,c6e85ba5d5999df4c5ce2f2903b1ce0e,互联网,💡 快速了解设计师知识体系,2016-11-06,2016-12-14,1816
860848101504716800,19,79,37,5.0,19,307,29,3197,2738,119392,4.8,134,False,True,True,True,ee7bc8aef4ed48e09cb9958a5e478adf,阅读与写作,高效阅读英文文献思维和方法,2017-06-21,2017-07-05,1309
734042124927897600,20,77,19,4.5,20,171,25,1280,2418,78871,4.5,112,False,False,True,True,fe8975a75074605d99e6d4a77647b731,职业,会计师的白皮书,2016-07-06,2016-07-13,548
849951413181222912,9,80,32,4.5,9,493,25,3859,3600,78422,4.5,122,False,True,True,True,2a369772660ff5634dd49adcb034c1d3,商业,手把手教你从0起步做生意,2017-05-22,2017-05-31,1573
776413372185870336,19,81,17,4.5,19,162,16,533,1692,100388,4.7,108,False,False,True,True,89f81801990193dcf8d95677d6fe9f18,职业,艺术经纪人这一行,2016-10-31,2016-11-08,344
787360120064450560,59,162,35,4.5,59,31,7,761,1185,68518,4.6,206,False,False,True,True,d788cfe0be41c102852ff675710e126e,职业,💡 如何管控项目，才不会手忙脚乱？,2016-11-30,2017-01-07,2606
778747067840344064,69,97,19,4.5,69,127,22,502,1748,150969,4.7,135,False,False,True,True,c6e85ba5d5999df4c5ce2f2903b1ce0e,互联网,💡 从无到有构建互联网产品,2016-11-06,2016-12-07,1817
792754198700777472,10,71,19,4.5,10,118,17,515,1362,75016,4.4,151,False,False,True,True,352f8f00103c2a9da05600f403963103,互联网,Nodejs 开发有问必答,2016-12-15,2017-01-14,439
822048907084304384,29,50,36,4.5,29,32,11,457,223,48117,4.7,98,False,False,True,True,c2e9f47c393404be4e1a93f8c49e5552,设计,设计师的内与外,2017-03-06,2017-04-15,3413
830783503003176960,39,56,2,4.5,39,90,17,859,1066,60849,4.5,73,False,False,True,True,737e15dd48c9bb140d0fd41f8d1387b7,互联网,100 天产品经理入门计划,2017-03-30,2017-05-25,1808
804807405954281472,16,52,15,5.0,16,710,25,1924,4143,70678,4.9,82,False,False,True,True,5ca1fa549192495bbe203eda10839b38,医学与健康,撕碎「宫颈糜烂」的骗局,2017-01-17,2017-02-01,1147
744931121543794688,39,74,4,5.0,39,99,35,479,990,49072,4.9,79,False,False,True,True,f20cd1769f61602e2d8d9a6f4ad2ae5d,医学与健康,宫颈，关爱也需适度,2016-08-05,2016-08-10,2939
797038141776220160,19,103,1,4.5,19,380,19,2738,3672,81686,4.6,104,False,False,True,True,f20cd1769f61602e2d8d9a6f4ad2ae5d,医学与健康,子宫和卵巢健康知识,2016-12-27,2017-01-11,1046
794570192125571072,9,96,5,4.5,9,668,26,1028,5151,55692,4.5,125,False,False,True,True,7e8ca6a1f697eb8143a2107a4dd64ecf,医学与健康,如何改善尿频,2016-12-20,2017-01-01,1269
791988804952137728,19,41,19,4.5,19,101,1,1235,1096,67407,4.7,72,False,False,True,True,997330e233ca50ff6f32888c9ee67585,医学与健康,年轻的你，离乳腺癌有多远？,2016-12-13,2017-01-19,464
734402779937775616,39,69,1,4.5,39,157,21,596,1475,46892,4.6,70,False,False,True,True,f20cd1769f61602e2d8d9a6f4ad2ae5d,医学与健康,逃不开的「坐月子」,2016-07-07,2016-07-13,988
820293140295614464,16,56,12,4.5,16,366,15,2235,2933,71401,4.6,72,False,False,True,True,5ca1fa549192495bbe203eda10839b38,医学与健康,不忍看你受「痛经」的折磨,2017-03-01,2017-03-15,664
